CLASS_NAME	PERSON_FULL_NAME	BEGIN_HH_TIME	SECTION_END_DATE	AVAIL_SEAT	DAY_CODE	BLDG_CODE	BEGIN_MM_TIME	FK_CDI_INSTR_TYPE	FK_SPM_SPCL_MTG_CD	COUNT_ON_WAITLIST	END_HH_TIME	PRIMARY_INSTR_FLAG	LONG_DESC	END_MM_TIME	SECTION_START_DATE	STP_ENRLT_FLAG	SCTN_ENRLT_QTY	START_DATE	ROOM_CODE	SECTION_NUMBER	SECT_CODE	BEFORE_DESC	SCTN_CPCTY_QTY	FK_SST_SCTN_STATCD
LTWR 215	Doller, Ben	14	2017-12-08	11	5	LIT  	0	SE	  	0	16	Y	                              	50	2017-09-28	N	9	2017-09-28	437  	920676	C00	 	20	AC	
LTWR 215	Staff	0	2017-12-08	0	 	TBA	0	SE	TBA	0	0	 	                              	0	2017-09-28	N	0	 	TBA	907401	A00	AC                            	0	CA	
LTWR 215	Staff	0	2017-12-08	0	 	TBA	0	SE	TBA	0	0	 	                              	0	2017-09-28	N	0	 	TBA	920665	B00	AC                            	0	CA	
LTWR 298	Kohn, Joshua R	0	2017-12-08	0	 	TBA	0	PR	TBA	0	0	Y	                              	0	2017-09-28	N	1	 	TBA	919343	A01	 	1	AC	
LTWR 298	Kohn, Joshua R	0	2017-12-08	1	 	TBA	0	SE	TBA	0	0	Y	                              	0	2017-09-28	N	0	 	TBA	919342	A00	 	1	NC	
MAE 2	Anderson, Mark Ronald	9	2017-12-08	-1	2	EBU2 	30	LA	  	2	11	Y	                              	20	2017-09-28	Y	21	2017-09-28	127  	910845	A01	 	20	AC	
MAE 2	Anderson, Mark Ronald	15	2017-12-08	-3	2	EBU2 	30	LA	  	4	17	Y	                              	20	2017-09-28	Y	20	2017-09-28	127  	910846	A02	 	17	AC	
MAE 2	Anderson, Mark Ronald	9	2017-12-08	0	3	EBU2 	0	LA	  	3	10	Y	                              	50	2017-09-28	Y	18	2017-09-28	127  	910847	A03	 	18	AC	
MAE 2	Anderson, Mark Ronald	9	2017-12-08	-1	4	EBU2 	30	LA	  	2	11	Y	                              	20	2017-09-28	Y	21	2017-09-28	127  	910848	A04	 	20	AC	
MAE 2	Anderson, Mark Ronald	15	2017-12-08	-5	4	EBU2 	30	LA	  	3	17	Y	                              	20	2017-09-28	Y	21	2017-09-28	127  	910849	A05	 	16	AC	
MAE 2	Anderson, Mark Ronald	9	2017-12-08	0	5	EBU2 	0	LA	  	2	10	Y	                              	50	2017-09-28	Y	15	2017-09-28	127  	910850	A06	 	15	AC	
MAE 2	Anderson, Mark Ronald	9	2017-12-08	12	1	EBU2 	0	LA	  	0	10	Y	                              	50	2017-09-28	N	3	2017-09-28	127  	927603	A07	 	15	AC	
MAE 2	Anderson, Mark Ronald	12	2017-12-08	0	2	EBU2 	30	LA	  	0	14	Y	                              	20	2017-09-28	N	18	2017-09-28	127  	927604	A08	 	18	AC	
MAE 2	Anderson, Mark Ronald	12	2017-12-08	0	4	EBU2 	30	LA	  	0	14	Y	                              	20	2017-09-28	N	18	2017-09-28	127  	927605	A09	 	18	AC	
MAE 2	Anderson, Mark Ronald	16	2017-12-08	120	135	CENTR	0	LE	  	0	16	Y	                              	50	2017-09-28	N	0	2017-09-28	119  	910844	A00	 	120	NC	
MAE 2	Anderson, Mark Ronald	17	2017-12-08	120	5	CENTR	0	LE	  	0	17	Y	                              	50	2017-09-28	N	0	2017-09-28	119  	910844	A00	 	120	NC	
MAE 2	Anderson, Mark Ronald	15	2017-12-08	120	2	CENTR	0	LE	FI	0	17	Y	                              	59	2017-09-28	N	0	2017-12-12	119  	910844	A00	 	120	NC	
MAE 3	Delson, Nathan Joseph	11	2017-12-08	0	2	EBU2 	0	LA	  	1	13	Y	                              	50	2017-09-28	Y	23	2017-09-28	239  	910852	A01	 	23	AC	
MAE 3	Lucas, Andrew J.	14	2017-12-08	0	2	EBU2 	30	LA	  	0	17	Y	                              	20	2017-09-28	N	24	2017-09-28	239  	910853	A02	 	24	AC	
MAE 3	Delson, Nathan Joseph	9	2017-12-08	-2	3	EBU2 	0	LA	  	3	11	Y	                              	50	2017-09-28	Y	24	2017-09-28	239  	910854	A03	 	22	AC	
MAE 3	Tolley, Michael Thomas	14	2017-12-08	1	3	EBU2 	0	LA	  	0	16	Y	                              	50	2017-09-28	N	23	2017-09-28	239  	910855	A04	 	24	AC	
MAE 3	Lucas, Andrew J.	11	2017-12-08	2	4	EBU2 	0	LA	  	0	13	Y	                              	50	2017-09-28	N	22	2017-09-28	239  	910856	A05	 	24	AC	
MAE 3	Tolley, Michael Thomas	14	2017-12-08	1	4	EBU2 	30	LA	  	0	17	Y	                              	20	2017-09-28	N	23	2017-09-28	239  	910857	A06	 	24	AC	
MAE 3	Tolley, Michael Thomas	9	2017-12-08	0	5	EBU2 	0	LA	  	0	11	Y	                              	50	2017-09-28	N	24	2017-09-28	239  	910858	A07	 	24	AC	
MAE 3	Lucas, Andrew J.	14	2017-12-08	2	5	EBU2 	0	LA	  	0	16	Y	                              	50	2017-09-28	N	22	2017-09-28	239  	910859	A08	 	24	AC	
MAE 3	Delson, Nathan Joseph	8	2017-12-08	192	24	PCYNH	0	LE	  	0	9	Y	                              	20	2017-09-28	N	0	2017-09-28	106  	910851	A00	 	192	NC	
MAE 3	Delson, Nathan Joseph	11	2017-12-08	192	3	PCYNH	30	LE	FI	0	14	Y	                              	29	2017-09-28	N	0	2017-12-13	106  	910851	A00	 	192	NC	
MAE 5	Gibson, Carl H.	9	2017-12-08	0	2	EBU2 	30	LA	  	3	11	Y	                              	20	2017-09-28	Y	18	2017-09-28	205  	910861	A01	 	18	AC	
MAE 5	Gibson, Carl H.	10	2017-12-08	0	3	EBU2 	0	LA	  	1	11	Y	                              	50	2017-09-28	Y	17	2017-09-28	205  	910862	A02	 	17	AC	
MAE 5	Gibson, Carl H.	13	2017-12-08	0	3	EBU2 	0	LA	  	1	14	Y	                              	50	2017-09-28	Y	17	2017-09-28	205  	910863	A03	 	17	AC	
MAE 5	Gibson, Carl H.	14	2017-12-08	0	4	EBU2 	0	LA	  	2	15	Y	                              	50	2017-09-28	Y	18	2017-09-28	205  	910864	A04	 	18	AC	
MAE 5	Gibson, Carl H.	8	2017-12-08	70	24	WLH  	0	LE	  	0	9	Y	                              	20	2017-09-28	N	0	2017-09-28	2111 	910860	A00	 	70	NC	
MAE 5	Gibson, Carl H.	8	2017-12-08	70	2	WLH  	0	LE	FI	0	10	Y	                              	59	2017-09-28	N	0	2017-12-12	2111 	910860	A00	 	70	NC	
MAE 8	Pham, Hieu Tan	18	2017-12-08	0	2	CENTR	30	DI	  	0	19	Y	                              	20	2017-09-28	N	188	2017-09-28	101  	910866	A01	 	188	AC	
MAE 8	Pham, Hieu Tan	14	2017-12-08	188	135	WLH  	0	LE	  	0	14	Y	                              	50	2017-09-28	N	0	2017-09-28	2005 	910865	A00	 	188	NC	
MAE 8	Pham, Hieu Tan	15	2017-12-08	188	3	WLH  	0	LE	FI	0	17	Y	                              	59	2017-09-28	N	0	2017-12-13	2005 	910865	A00	 	188	NC	
MAE 20	Meyers, Marc	11	2017-12-08	0	24	CENTR	0	LE	  	2	12	Y	                              	20	2017-09-28	Y	115	2017-09-28	113  	910867	A00	 	115	AC	
MAE 20	Meyers, Marc	15	2017-12-08	0	5	CENTR	0	LE	  	2	15	Y	                              	50	2017-09-28	Y	115	2017-09-28	115  	910867	A00	 	115	AC	
MAE 20	Meyers, Marc	11	2017-12-08	0	3	CENTR	30	LE	FI	2	14	Y	                              	29	2017-09-28	Y	115	2017-12-13	113  	910867	A00	 	115	AC	
MAE 101A	Krasheninnikov, Sergei	11	2017-12-08	-2	24	WLH  	0	LE	  	14	12	Y	                              	20	2017-09-28	Y	71	2017-09-28	2204 	910948	A00	 	69	AC	
MAE 101A	Krasheninnikov, Sergei	14	2017-12-08	-2	3	WLH  	0	LE	  	14	14	Y	                              	50	2017-09-28	Y	71	2017-09-28	2204 	910948	A00	 	69	AC	
MAE 101A	Krasheninnikov, Sergei	11	2017-12-08	-2	3	WLH  	30	LE	FI	14	14	Y	                              	29	2017-09-28	Y	71	2017-12-13	2204 	910948	A00	 	69	AC	
MAE 101C	Chen, Renkun	15	2017-12-08	24	24	LEDDN	30	LE	  	0	16	Y	                              	50	2017-09-28	N	172	2017-09-28	AUD  	910949	A00	 	196	AC	
MAE 101C	Chen, Renkun	18	2017-12-08	24	3	WLH  	0	LE	  	0	18	Y	                              	50	2017-09-28	N	172	2017-09-28	2001 	910949	A00	 	196	AC	
MAE 101C	Chen, Renkun	15	2017-12-08	24	1	LEDDN	0	LE	FI	0	17	Y	                              	59	2017-09-28	N	172	2017-12-11	AUD  	910949	A00	 	196	AC	
MAE 104	Del Alamo, Juan Carlos	8	2017-12-08	0	135	CSB  	0	LE	  	3	8	Y	                              	50	2017-09-28	Y	110	2017-09-28	002  	910869	A00	 	110	AC	
MAE 104	Del Alamo, Juan Carlos	14	2017-12-08	0	1	CENTR	0	LE	  	3	14	Y	                              	50	2017-09-28	Y	110	2017-09-28	216  	910869	A00	 	110	AC	
MAE 104	Del Alamo, Juan Carlos	8	2017-12-08	0	1	CSB  	0	LE	FI	3	10	Y	                              	59	2017-09-28	Y	110	2017-12-11	002  	910869	A00	 	110	AC	
MAE 105	Saintillan, David	10	2017-12-08	0	5	LEDDN	0	LE	  	0	10	Y	                              	50	2017-09-28	N	212	2017-09-28	AUD  	910870	A00	 	212	AC	
MAE 105	Saintillan, David	13	2017-12-08	0	135	LEDDN	0	LE	  	0	13	Y	                              	50	2017-09-28	N	212	2017-09-28	AUD  	910870	A00	 	212	AC	
MAE 105	Becker, Janet Maria	10	2017-12-08	11	135	WLH  	0	LE	  	0	10	Y	                              	50	2017-09-28	N	29	2017-09-28	2204 	919842	B00	 	40	AC	
MAE 105	Becker, Janet Maria	14	2017-12-08	11	5	WLH  	0	LE	  	0	14	Y	                              	50	2017-09-28	N	29	2017-09-28	2204 	919842	B00	 	40	AC	
MAE 105	Saintillan, David	11	2017-12-08	0	1	LEDDN	30	LE	FI	0	14	Y	                              	29	2017-09-28	N	212	2017-12-11	AUD  	910870	A00	 	212	AC	
MAE 105	Becker, Janet Maria	8	2017-12-08	11	5	WLH  	0	LE	FI	0	10	Y	                              	59	2017-09-28	N	29	2017-12-15	2204 	919842	B00	 	40	AC	
MAE 107	McEneaney, William Michael	17	2017-12-08	0	24	LEDDN	0	LE	  	8	18	Y	                              	50	2017-09-28	Y	217	2017-09-28	AUD  	910871	A00	 	217	AC	
MAE 107	McEneaney, William Michael	19	2017-12-08	0	5	LEDDN	0	LE	FI	8	21	Y	                              	59	2017-09-28	Y	217	2017-12-15	AUD  	910871	A00	 	217	AC	
MAE 110A	Nomura, Keiko K.	12	2017-12-08	9	5	LEDDN	0	LE	  	1	12	Y	                              	50	2017-09-28	Y	151	2017-09-28	AUD  	910950	A00	 	160	AC	
MAE 110A	Nomura, Keiko K.	12	2017-12-08	9	24	CENTR	30	LE	  	1	13	Y	                              	50	2017-09-28	Y	151	2017-09-28	119  	910950	A00	 	160	AC	
MAE 110A	Nomura, Keiko K.	11	2017-12-08	9	5	CENTR	30	LE	FI	1	14	Y	                              	29	2017-09-28	Y	151	2017-12-15	119  	910950	A00	 	160	AC	
MAE 122	Pawlak, Geno Ronald	9	2017-12-08	55	1	CENTR	0	LE	  	0	9	Y	                              	50	2017-09-28	N	71	2017-09-28	212  	910873	A00	 	126	AC	
MAE 122	Pawlak, Geno Ronald	9	2017-12-08	55	24	CENTR	30	LE	  	0	10	Y	                              	50	2017-09-28	N	71	2017-09-28	113  	910873	A00	 	126	AC	
MAE 122	Pawlak, Geno Ronald	8	2017-12-08	55	4	CENTR	0	LE	FI	0	10	Y	                              	59	2017-09-28	N	71	2017-12-14	113  	910873	A00	 	126	AC	
MAE 130A	Van Den Einde, Yael Dahlia	9	2017-12-08	22	24	PCYNH	30	LE	  	0	10	Y	                              	50	2017-09-28	N	68	2017-09-28	109  	910951	A00	 	90	AC	
MAE 130A	Van Den Einde, Yael Dahlia	11	2017-12-08	22	5	LEDDN	0	LE	  	0	11	Y	                              	50	2017-09-28	N	68	2017-09-28	AUD  	910951	A00	 	90	AC	
MAE 130A	Van Den Einde, Yael Dahlia	8	2017-12-08	22	4	PCYNH	0	LE	FI	0	10	Y	                              	59	2017-09-28	N	68	2017-12-14	109  	910951	A00	 	90	AC	
MAE 130C	Zhu, Qiang	10	2017-12-08	0	135	CENTR	0	LE	  	0	10	Y	                              	50	2017-09-28	N	82	2017-09-28	115  	918064	A00	 	82	AC	
MAE 130C	Zhu, Qiang	16	2017-12-08	0	1	PCYNH	0	LE	  	0	16	Y	                              	50	2017-09-28	N	82	2017-09-28	106  	918064	A00	 	82	AC	
MAE 130C	Zhu, Qiang	8	2017-12-08	0	5	CENTR	0	LE	FI	0	10	Y	                              	59	2017-09-28	N	82	2017-12-15	115  	918064	A00	 	82	AC	
MAE 131A	Bahadori, Mohammad Yousef	14	2017-12-08	7	24	CENTR	0	LE	  	0	15	Y	                              	20	2017-09-28	N	53	2017-09-28	222  	910952	A00	 	60	AC	
MAE 131A	Bahadori, Mohammad Yousef	15	2017-12-08	7	3	WLH  	0	LE	  	0	15	Y	                              	50	2017-09-28	N	53	2017-09-28	2111 	910952	A00	 	60	AC	
MAE 131A	Bahadori, Mohammad Yousef	15	2017-12-08	7	4	CENTR	0	LE	FI	0	17	Y	                              	59	2017-09-28	N	53	2017-12-14	222  	910952	A00	 	60	AC	
MAE 140	de Oliveira, Mauricio	9	2017-12-08	0	5	LEDDN	0	LE	  	6	9	Y	                              	50	2017-09-28	Y	191	2017-09-28	AUD  	910874	A00	 	191	AC	
MAE 140	de Oliveira, Mauricio	15	2017-12-08	0	24	CENTR	30	LE	  	6	16	Y	                              	50	2017-09-28	Y	191	2017-09-28	115  	910874	A00	 	191	AC	
MAE 140	de Oliveira, Mauricio	15	2017-12-08	0	1	CENTR	0	LE	FI	6	17	Y	                              	59	2017-09-28	Y	191	2017-12-11	115  	910874	A00	 	191	AC	
MAE 144	Bewley, Thomas R	19	2017-12-08	44	13	CENTR	0	LE	  	0	20	Y	                              	50	2017-09-28	N	71	2017-09-28	105  	910875	A00	 	115	AC	
MAE 144	Bewley, Thomas R	19	2017-12-08	44	3	CENTR	0	LE	FI	0	21	Y	                              	59	2017-09-28	N	71	2017-12-13	105  	910875	A00	 	115	AC	
MAE 150	Friend, James Robert	7	2017-12-08	0	24	CENTR	30	LE	  	1	9	Y	                              	20	2017-09-28	Y	187	2017-09-28	119  	910876	A00	 	187	AC	
MAE 150	Friend, James Robert	8	2017-12-08	0	2	CENTR	0	LE	FI	1	10	Y	                              	59	2017-09-28	Y	187	2017-12-12	119  	910876	A00	 	187	AC	
MAE 156A	Gravish, Nicholas G	12	2017-12-08	1	2	EBU2 	30	LA	  	0	15	Y	                              	20	2017-09-28	N	9	2017-09-28	B35  	910954	A01	 	10	AC	
MAE 156A	Gravish, Nicholas G	8	2017-12-08	1	3	EBU2 	30	LA	  	0	11	Y	                              	20	2017-09-28	N	9	2017-09-28	B35  	910955	A02	 	10	AC	
MAE 156A	Gravish, Nicholas G	12	2017-12-08	0	3	EBU2 	30	LA	  	0	15	Y	                              	20	2017-09-28	N	10	2017-09-28	B35  	910956	A03	 	10	AC	
MAE 156A	Gravish, Nicholas G	9	2017-12-08	30	24	EBU2 	30	LE	  	0	11	Y	                              	20	2017-09-28	N	0	2017-09-28	105  	910953	A00	 	30	NC	
MAE 156A	Gravish, Nicholas G	8	2017-12-08	30	4	EBU2 	0	LE	FI	0	10	Y	                              	59	2017-09-28	N	0	2017-12-14	105  	910953	A00	 	30	NC	
MAE 166	Xu, Sheng	17	2017-12-08	1	24	CENTR	0	LE	  	0	18	Y	                              	20	2017-09-28	N	29	2017-09-28	212  	910980	A00	 	30	AC	
MAE 166	Xu, Sheng	19	2017-12-08	1	1	CENTR	0	LE	  	0	19	Y	                              	50	2017-09-28	N	29	2017-09-28	212  	910980	A00	 	30	AC	
MAE 166	Xu, Sheng	19	2017-12-08	1	5	CENTR	0	LE	FI	0	21	Y	                              	59	2017-09-28	N	29	2017-12-15	212  	910980	A00	 	30	AC	
MAE 170	Garay, Javier	9	2017-12-08	12	2	EBU2 	30	LA	  	0	12	Y	                              	20	2017-09-28	N	12	2017-09-28	330A 	910878	A01	 	24	AC	
MAE 170	Garay, Javier	13	2017-12-08	0	2	EBU2 	0	LA	  	0	15	Y	                              	50	2017-09-28	N	24	2017-09-28	330A 	910879	A02	 	24	AC	
MAE 170	Garay, Javier	9	2017-12-08	0	3	EBU2 	0	LA	  	0	11	Y	                              	50	2017-09-28	N	24	2017-09-28	330A 	910880	A03	 	24	AC	
MAE 170	Garay, Javier	12	2017-12-08	-3	3	EBU2 	30	LA	  	1	15	Y	                              	20	2017-09-28	Y	27	2017-09-28	330A 	910881	A04	 	24	AC	
MAE 170	Garay, Javier	9	2017-12-08	16	4	EBU2 	30	LA	  	0	12	Y	                              	20	2017-09-28	N	8	2017-09-28	330A 	910882	A05	 	24	AC	
MAE 170	Garay, Javier	13	2017-12-08	0	4	EBU2 	0	LA	  	0	15	Y	                              	50	2017-09-28	N	24	2017-09-28	330A 	910883	A06	 	24	AC	
MAE 170	Garay, Javier	9	2017-12-08	0	5	EBU2 	0	LA	  	1	11	Y	                              	50	2017-09-28	Y	24	2017-09-28	330A 	910884	A07	 	24	AC	
MAE 170	Garay, Javier	12	2017-12-08	3	5	EBU2 	30	LA	  	0	15	Y	                              	20	2017-09-28	N	21	2017-09-28	330A 	910885	A08	 	24	AC	
MAE 170	Lal, Ratnesh	9	2017-12-08	-3	2	EBU2 	30	LA	  	0	12	Y	                              	20	2017-09-28	N	3	2017-09-28	336  	910887	B01	 	0	AC	
MAE 170	Lal, Ratnesh	13	2017-12-08	12	2	EBU2 	0	LA	  	0	15	Y	                              	50	2017-09-28	N	12	2017-09-28	336  	910888	B02	 	24	AC	
MAE 170	Lal, Ratnesh	9	2017-12-08	5	3	EBU2 	0	LA	  	0	11	Y	                              	50	2017-09-28	N	19	2017-09-28	336  	910889	B03	 	24	AC	
MAE 170	Lal, Ratnesh	12	2017-12-08	-1	3	EBU2 	30	LA	  	0	15	Y	                              	20	2017-09-28	N	25	2017-09-28	336  	910890	B04	 	24	AC	
MAE 170	Lal, Ratnesh	9	2017-12-08	0	4	EBU2 	30	LA	  	0	12	Y	                              	20	2017-09-28	N	0	2017-09-28	336  	910891	B05	 	0	AC	
MAE 170	Lal, Ratnesh	13	2017-12-08	-7	4	EBU2 	0	LA	  	0	15	Y	                              	50	2017-09-28	N	7	2017-09-28	336  	910892	B06	 	0	AC	
MAE 170	Lal, Ratnesh	9	2017-12-08	-7	5	EBU2 	0	LA	  	0	11	Y	                              	50	2017-09-28	N	7	2017-09-28	336  	910893	B07	 	0	AC	
MAE 170	Lal, Ratnesh	12	2017-12-08	0	5	EBU2 	30	LA	  	0	15	Y	                              	20	2017-09-28	N	0	2017-09-28	336  	910894	B08	 	0	AC	
MAE 170	Garay, Javier	17	2017-12-08	192	1	PETER	0	LE	  	0	18	Y	                              	50	2017-09-28	N	0	2017-09-28	110  	910877	A00	 	192	NC	
MAE 170	Lal, Ratnesh	17	2017-12-08	192	1	PETER	0	LE	  	0	18	Y	                              	50	2017-09-28	N	0	2017-09-28	104  	910886	B00	 	192	NC	
MAE 170	Garay, Javier	19	2017-12-08	192	4	PETER	0	LE	FI	0	21	Y	                              	59	2017-09-28	N	0	2017-12-14	110  	910877	A00	 	192	NC	
MAE 170	Lal, Ratnesh	19	2017-12-08	192	4	PETER	0	LE	FI	0	21	Y	                              	59	2017-09-28	N	0	2017-12-14	104  	910886	B00	 	192	NC	
MAE 181	Bahadori, Mohammad Yousef	19	2017-12-08	50	24	CENTR	0	LE	  	0	20	Y	                              	20	2017-09-28	N	65	2017-09-28	214  	910895	A00	 	115	AC	
MAE 181	Bahadori, Mohammad Yousef	19	2017-12-08	50	2	CENTR	0	LE	FI	0	21	Y	                              	59	2017-09-28	N	65	2017-12-12	214  	910895	A00	 	115	AC	
MAE 198	de Oliveira, Mauricio	17	2017-12-08	0	14	EBU2 	30	TU	  	0	18	Y	                              	50	2017-09-28	N	22	2017-09-28	305  	922954	A00	 	22	AC	
MAE 198	Anderson, Mark Ronald	13	2017-12-08	4	135	EBU2 	0	TU	  	0	13	Y	                              	50	2017-09-28	N	12	2017-09-28	127  	927601	B00	 	16	AC	
MAE 199	Bewley, Thomas R	0	2017-12-08	9999	 	TBA	0	IN	TBA	0	0	Y	                              	0	2017-09-28	N	0	 	TBA	910896	001	 	9999	AC	
MAE 199	Graeve, Olivia A	0	2017-12-08	9999	 	TBA	0	IN	TBA	0	0	Y	                              	0	2017-09-28	N	0	 	TBA	910897	002	 	9999	AC	
MAE 199	Kleissl, Jan	0	2017-12-08	9998	 	TBA	0	IN	TBA	0	0	Y	                              	0	2017-09-28	N	1	 	TBA	910898	003	 	9999	AC	
MAE 199	Pawlak, Geno Ronald	0	2017-12-08	9999	 	TBA	0	IN	TBA	0	0	Y	                              	0	2017-09-28	N	0	 	TBA	910899	004	 	9999	AC	
MAE 199	Gravish, Nicholas G	0	2017-12-08	9999	 	TBA	0	IN	TBA	0	0	Y	                              	0	2017-09-28	N	0	 	TBA	919411	005	 	9999	AC	
MAE 205	McEneaney, William Michael	0	2017-12-08	9969	 	TBA	0	SE	TBA	0	0	Y	                              	0	2017-09-28	N	30	 	TBA	910900	A00	 	9999	AC	
MAE 207	Talke, Frank E	14	2017-12-08	-3	5	EBU2 	0	LE	  	7	16	Y	                              	50	2017-09-28	Y	3	2017-09-28	105  	920671	A00	 	0	AC	
MAE 207	Beg, Farhat N.	11	2017-12-08	14	24	EBU2 	0	LE	  	0	12	Y	Extreme Pressure Physics      	20	2017-09-28	N	16	2017-09-28	584  	921740	B00	 	30	AC	
MAE 207	Markenscoff, Xanthippi	13	2017-12-08	15	24	EBU2 	0	LE	  	0	13	Y	Adv Topics in Solid Mechanics 	50	2017-09-28	N	5	2017-09-28	584  	928046	C00	 	20	AC	
MAE 207	Markenscoff, Xanthippi	15	2017-12-08	15	3	EBU2 	0	LE	  	0	15	Y	Adv Topics in Solid Mechanics 	50	2017-09-28	N	5	2017-09-28	584  	928046	C00	 	20	AC	
MAE 208	Rangamani, Padmini	0	2017-12-08	-3	 	TBA	0	LE	TBA	0	0	Y	                              	0	2017-09-28	N	33	 	TBA	910901	A00	 	30	AC	
MAE 209	Rangamani, Padmini	9	2017-12-08	0	135	EBU2 	0	LE	  	0	9	Y	                              	50	2017-09-28	N	35	2017-09-28	305  	910902	A00	 	35	AC	
MAE 209	Rangamani, Padmini	8	2017-12-08	0	3	EBU2 	0	LE	FI	0	10	Y	                              	59	2017-09-28	N	35	2017-12-13	305  	910902	A00	 	35	AC	
MAE 210A	Krasheninnikov, Sergei	15	2017-12-08	0	24	WLH  	30	LE	  	10	16	Y	                              	50	2017-09-28	Y	36	2017-09-28	2204 	910957	A00	 	36	AC	
MAE 210A	Krasheninnikov, Sergei	15	2017-12-08	0	1	WLH  	0	LE	FI	10	17	Y	                              	59	2017-09-28	Y	36	2017-12-11	2204 	910957	A00	 	36	AC	
MAE 212	Cattolica, Robert J	14	2017-12-08	0	24	EBU2 	0	LE	  	0	15	Y	                              	20	2017-09-28	N	30	2017-09-28	584  	918790	A00	 	30	AC	
MAE 212	Cattolica, Robert J	15	2017-12-08	0	4	EBU2 	0	LE	FI	0	17	Y	                              	59	2017-09-28	N	30	2017-12-14	584  	918790	A00	 	30	AC	
MAE 221A	Liu, Ping	17	2017-12-08	0	24	PCYNH	0	LE	  	12	18	Y	                              	20	2017-09-28	Y	16	2017-09-28	120  	910958	A00	 	16	AC	
MAE 221A	Liu, Ping	19	2017-12-08	0	5	PCYNH	0	LE	FI	12	21	Y	                              	59	2017-09-28	Y	16	2017-12-15	120  	910958	A00	 	16	AC	
MAE 232A	Bazilevs, Yuri	14	2017-12-08	0	24	CENTR	0	LE	  	8	15	Y	                              	20	2017-09-28	Y	35	2017-09-28	113  	918263	A00	 	35	AC	
MAE 232A	Bazilevs, Yuri	15	2017-12-08	0	4	CENTR	0	LE	FI	8	17	Y	                              	59	2017-09-28	Y	35	2017-12-14	113  	918263	A00	 	35	AC	
MAE 235	Krysl, Petr	12	2017-12-08	0	135	WLH  	0	LE	  	21	12	Y	                              	50	2017-09-28	Y	20	2017-09-28	2205 	918143	A00	 	20	AC	
MAE 235	Krysl, Petr	11	2017-12-08	0	4	WLH  	30	LE	FI	21	14	Y	                              	29	2017-09-28	Y	20	2017-12-14	2205 	918143	A00	 	20	AC	
MAE 251	Graeve, Olivia A	7	2017-12-08	1	13	PCYNH	30	LE	  	0	8	Y	                              	50	2017-09-28	N	7	2017-09-28	122  	910903	A00	 	8	AC	
MAE 251	Graeve, Olivia A	8	2017-12-08	1	1	PCYNH	0	LE	FI	0	10	Y	                              	59	2017-09-28	N	7	2017-12-11	122  	910903	A00	 	8	AC	
MAE 265A	Bandaru, Prabhakar	14	2017-12-08	1	24	WLH  	0	LE	  	0	15	Y	                              	20	2017-09-28	N	5	2017-09-28	2111 	910960	A00	 	6	AC	
MAE 265A	Bandaru, Prabhakar	15	2017-12-08	1	4	WLH  	0	LE	FI	0	17	Y	                              	59	2017-09-28	N	5	2017-12-14	2111 	910960	A00	 	6	AC	
MAE 271A	Luo, Jian	9	2017-12-08	0	24	PCYNH	30	LE	  	9	10	Y	                              	50	2017-09-28	Y	7	2017-09-28	122  	910961	A00	 	7	AC	
MAE 271A	Luo, Jian	8	2017-12-08	0	4	PCYNH	0	LE	FI	9	10	Y	                              	59	2017-09-28	Y	7	2017-12-14	122  	910961	A00	 	7	AC	
MAE 277A	Sorenson, Harold W.	8	2017-12-08	0	56	     	0	LE	  	0	17	Y	                              	0	2017-09-28	N	0	2017-09-28	     	920836	A00	 	0	AC	
MAE 277A	Sorenson, Harold W.	8	2017-12-08	0	1	     	0	LE	FI	0	10	Y	                              	59	2017-09-28	N	0	2017-12-11	     	920836	A00	 	0	AC	
MAE 280A	Bitmead, Robert R.	9	2017-12-08	6	24	WLH  	30	LE	  	0	10	Y	                              	50	2017-09-28	N	64	2017-09-28	2111 	910962	A00	 	70	AC	
MAE 280A	Bitmead, Robert R.	8	2017-12-08	6	4	WLH  	0	LE	FI	0	10	Y	                              	59	2017-09-28	N	64	2017-12-14	2111 	910962	A00	 	70	AC	
MAE 283A	de Callafon, Raymond A	17	2017-12-08	0	24	EBU2 	0	LE	  	11	18	Y	                              	20	2017-09-28	Y	35	2017-09-28	105  	910963	A00	 	35	AC	
MAE 283A	de Callafon, Raymond A	19	2017-12-08	0	5	EBU2 	0	LE	FI	11	21	Y	                              	59	2017-09-28	Y	35	2017-12-15	105  	910963	A00	 	35	AC	
MAE 290A	Del Alamo, Juan Carlos	8	2017-12-08	0	24	CENTR	0	LE	  	18	9	Y	                              	20	2017-09-28	Y	90	2017-09-28	113  	920274	B00	 	90	AC	
MAE 290A	Del Alamo, Juan Carlos	8	2017-12-08	0	2	CENTR	0	LE	FI	18	10	Y	                              	59	2017-09-28	Y	90	2017-12-12	113  	920274	B00	 	90	AC	
MAE 290A	Staff	0	2017-12-08	0	 	TBA	0	LE	TBA	0	0	 	                              	0	2017-09-28	N	0	 	TBA	910964	A00	AC                            	0	CA	
MAE 294A	Llewellyn Smith, Stefan G.	12	2017-12-08	0	135	WLH  	0	LE	  	7	12	Y	                              	50	2017-09-28	Y	62	2017-09-28	2111 	910965	A00	 	62	AC	
